activity_index; type; from_event; to_event; lower_bound; upper_bound; weight
1; "drive"; 188; 159; 3; 4; 0.0
2; "wait"; 159; 77; 0; 3; 0.0
3; "drive"; 77; 365; 24; 30; 1059.0
4; "wait"; 365; 412; 0; 3; 165.0
5; "drive"; 412; 398; 2; 3; 175.0
6; "wait"; 398; 322; 0; 3; 175.0
7; "drive"; 322; 176; 2; 3; 175.0
8; "wait"; 176; 236; 0; 3; 175.0
9; "drive"; 236; 492; 2; 3; 175.0
10; "wait"; 492; 380; 0; 3; 10.0
11; "drive"; 380; 349; 4; 5; 23.0
12; "wait"; 349; 15; 0; 3; 23.0
13; "drive"; 15; 338; 3; 4; 23.0
14; "wait"; 338; 30; 0; 3; 23.0
15; "drive"; 30; 408; 4; 5; 23.0
16; "wait"; 408; 310; 0; 3; 23.0
17; "drive"; 310; 138; 4; 5; 23.0
18; "wait"; 138; 146; 0; 3; 23.0
19; "drive"; 146; 295; 4; 5; 23.0
20; "drive"; 37; 333; 4; 5; 0.0
21; "wait"; 333; 53; 0; 3; 0.0
22; "drive"; 53; 127; 4; 5; 5451.0
23; "wait"; 127; 143; 0; 3; 5451.0
24; "drive"; 143; 244; 4; 5; 5451.0
25; "wait"; 244; 141; 0; 3; 5451.0
26; "drive"; 141; 309; 3; 4; 5451.0
27; "wait"; 309; 95; 0; 3; 5451.0
28; "drive"; 95; 68; 4; 5; 5451.0
29; "wait"; 68; 340; 0; 3; 2721.0
30; "drive"; 340; 447; 2; 3; 2886.0
31; "wait"; 447; 476; 0; 3; 2886.0
32; "drive"; 476; 299; 2; 3; 2886.0
33; "wait"; 299; 438; 0; 3; 2886.0
34; "drive"; 438; 386; 2; 3; 2886.0
35; "wait"; 386; 410; 0; 3; 165.0
36; "drive"; 410; 266; 24; 30; 165.0
37; "wait"; 266; 62; 0; 3; 61.0
38; "drive"; 62; 261; 3; 4; 61.0
39; "drive"; 315; 192; 6; 8; 0.0
40; "wait"; 192; 225; 0; 3; 0.0
41; "drive"; 225; 105; 9; 12; 0.0
42; "wait"; 105; 256; 0; 3; 0.0
43; "drive"; 256; 108; 14; 18; 0.0
44; "wait"; 108; 250; 0; 3; 0.0
45; "drive"; 250; 462; 4; 5; 0.0
46; "wait"; 462; 382; 0; 3; 0.0
47; "drive"; 382; 445; 4; 5; 0.0
48; "wait"; 445; 465; 0; 3; 0.0
49; "drive"; 465; 396; 3; 4; 0.0
50; "wait"; 396; 331; 0; 3; 0.0
51; "drive"; 331; 491; 6; 8; 0.0
52; "drive"; 24; 393; 6; 8; 0.0
53; "wait"; 393; 311; 0; 3; 0.0
54; "drive"; 311; 84; 3; 4; 0.0
55; "wait"; 84; 357; 0; 3; 0.0
56; "drive"; 357; 229; 4; 5; 0.0
57; "wait"; 229; 117; 0; 3; 0.0
58; "drive"; 117; 423; 4; 5; 0.0
59; "wait"; 423; 466; 0; 3; 0.0
60; "drive"; 466; 70; 14; 18; 40.0
61; "wait"; 70; 341; 0; 3; 40.0
62; "drive"; 341; 152; 9; 12; 40.0
63; "wait"; 152; 66; 0; 3; 0.0
64; "drive"; 66; 124; 6; 8; 657.0
65; "drive"; 82; 153; 7; 9; 1590.0
66; "wait"; 153; 85; 0; 3; 1148.0
67; "drive"; 85; 41; 4; 5; 2046.0
68; "wait"; 41; 173; 0; 3; 523.0
69; "drive"; 173; 189; 2; 3; 642.0
70; "wait"; 189; 221; 0; 3; 642.0
71; "drive"; 221; 312; 2; 3; 642.0
72; "wait"; 312; 110; 0; 3; 642.0
73; "drive"; 110; 96; 2; 3; 642.0
74; "wait"; 96; 259; 0; 3; 176.0
75; "drive"; 259; 490; 4; 5; 299.0
76; "wait"; 490; 367; 0; 3; 299.0
77; "drive"; 367; 255; 6; 8; 299.0
78; "drive"; 80; 486; 6; 8; 312.0
79; "wait"; 486; 387; 0; 3; 312.0
80; "drive"; 387; 234; 4; 5; 312.0
81; "wait"; 234; 121; 0; 3; 186.0
82; "drive"; 121; 74; 2; 3; 1408.0
83; "wait"; 74; 344; 0; 3; 1408.0
84; "drive"; 344; 394; 2; 3; 1408.0
85; "wait"; 394; 316; 0; 3; 1408.0
86; "drive"; 316; 5; 2; 3; 1408.0
87; "wait"; 5; 281; 0; 3; 528.0
88; "drive"; 281; 287; 4; 5; 528.0
89; "wait"; 287; 426; 0; 3; 282.0
90; "drive"; 426; 419; 7; 9; 282.0
91; "drive"; 22; 279; 11; 14; 7197.0
92; "wait"; 279; 449; 0; 3; 3991.0
93; "drive"; 449; 392; 3; 4; 3991.0
94; "wait"; 392; 318; 0; 3; 1292.0
95; "drive"; 318; 193; 9; 12; 3928.0
96; "wait"; 193; 219; 0; 3; 1381.0
97; "drive"; 219; 215; 9; 12; 2408.0
98; "wait"; 215; 134; 0; 3; 1065.0
99; "drive"; 134; 332; 6; 8; 1326.0
100; "wait"; 332; 109; 0; 3; 1078.0
101; "drive"; 109; 144; 2; 3; 1078.0
102; "drive"; 327; 203; 2; 3; 1073.0
103; "wait"; 203; 245; 0; 3; 1073.0
104; "drive"; 245; 240; 6; 8; 1321.0
105; "wait"; 240; 142; 0; 3; 1067.0
106; "drive"; 142; 151; 9; 12; 2410.0
107; "wait"; 151; 78; 0; 3; 1382.0
108; "drive"; 78; 161; 9; 12; 4702.0
109; "wait"; 161; 93; 0; 3; 1796.0
110; "drive"; 93; 162; 3; 4; 4237.0
111; "wait"; 162; 94; 0; 3; 2804.0
112; "drive"; 94; 305; 11; 14; 3247.0
113; "drive"; 414; 335; 17; 22; 0.0
114; "wait"; 335; 19; 0; 3; 0.0
115; "drive"; 19; 183; 10; 13; 1268.0
116; "wait"; 183; 246; 0; 3; 0.0
117; "drive"; 246; 149; 9; 12; 0.0
118; "wait"; 149; 92; 0; 3; 0.0
119; "drive"; 92; 136; 2; 3; 2522.0
120; "wait"; 136; 155; 0; 3; 710.0
121; "drive"; 155; 291; 4; 5; 710.0
122; "drive"; 88; 135; 4; 5; 0.0
123; "wait"; 135; 168; 0; 3; 0.0
124; "drive"; 168; 280; 2; 3; 2884.0
125; "wait"; 280; 425; 0; 3; 0.0
126; "drive"; 425; 432; 9; 12; 0.0
127; "wait"; 432; 457; 0; 3; 0.0
128; "drive"; 457; 238; 10; 13; 1268.0
129; "wait"; 238; 139; 0; 3; 0.0
130; "drive"; 139; 370; 17; 22; 0.0
131; "drive"; 23; 130; 9; 12; 704.0
132; "wait"; 130; 72; 0; 3; 704.0
133; "drive"; 72; 300; 7; 9; 704.0
134; "wait"; 300; 431; 0; 3; 0.0
135; "drive"; 431; 317; 9; 12; 0.0
136; "wait"; 317; 4; 0; 3; 0.0
137; "drive"; 4; 220; 4; 5; 0.0
138; "wait"; 220; 132; 0; 3; 0.0
139; "drive"; 132; 199; 4; 5; 0.0
140; "drive"; 354; 230; 4; 5; 0.0
141; "wait"; 230; 116; 0; 3; 0.0
142; "drive"; 116; 424; 4; 5; 0.0
143; "wait"; 424; 470; 0; 3; 0.0
144; "drive"; 470; 57; 9; 12; 3496.0
145; "wait"; 57; 207; 0; 3; 0.0
146; "drive"; 207; 3; 7; 9; 704.0
147; "wait"; 3; 284; 0; 3; 704.0
148; "drive"; 284; 345; 9; 12; 704.0
149; "drive"; 488; 399; 11; 14; 5759.0
150; "wait"; 399; 304; 0; 3; 5759.0
151; "drive"; 304; 40; 3; 4; 5759.0
152; "wait"; 40; 171; 0; 3; 5759.0
153; "drive"; 171; 145; 9; 12; 19252.0
154; "wait"; 145; 83; 0; 3; 17553.0
155; "drive"; 83; 129; 6; 8; 25890.0
156; "wait"; 129; 148; 0; 3; 25890.0
157; "drive"; 148; 289; 2; 3; 25890.0
158; "drive"; 20; 166; 2; 3; 25889.0
159; "wait"; 166; 89; 0; 3; 25889.0
160; "drive"; 89; 434; 6; 8; 25889.0
161; "wait"; 434; 453; 0; 3; 17553.0
162; "drive"; 453; 443; 9; 12; 18479.0
163; "wait"; 443; 477; 0; 3; 7095.0
164; "drive"; 477; 441; 3; 4; 7095.0
165; "wait"; 441; 478; 0; 3; 6688.0
166; "drive"; 478; 461; 11; 14; 9709.0
167; "drive"; 224; 472; 4; 5; 0.0
168; "wait"; 472; 359; 0; 3; 0.0
169; "drive"; 359; 420; 10; 13; 1519.0
170; "wait"; 420; 323; 0; 3; 1519.0
171; "drive"; 323; 385; 4; 5; 1519.0
172; "wait"; 385; 407; 0; 3; 8.0
173; "drive"; 407; 99; 3; 4; 2223.0
174; "wait"; 99; 251; 0; 3; 2223.0
175; "drive"; 251; 90; 7; 9; 2447.0
176; "drive"; 459; 112; 7; 9; 2229.0
177; "wait"; 112; 257; 0; 3; 2229.0
178; "drive"; 257; 10; 3; 4; 2229.0
179; "wait"; 10; 272; 0; 3; 4.0
180; "drive"; 272; 158; 4; 5; 1074.0
181; "wait"; 158; 91; 0; 3; 1074.0
182; "drive"; 91; 303; 10; 13; 1198.0
183; "wait"; 303; 101; 0; 3; 0.0
184; "drive"; 101; 210; 4; 5; 0.0
185; "drive"; 458; 452; 3; 4; 1644.0
186; "wait"; 452; 487; 0; 3; 1644.0
187; "drive"; 487; 137; 6; 8; 1660.0
188; "wait"; 137; 167; 0; 3; 1660.0
189; "drive"; 167; 123; 10; 13; 1660.0
190; "wait"; 123; 156; 0; 3; 16.0
191; "drive"; 156; 328; 3; 4; 16.0
192; "drive"; 217; 216; 3; 4; 0.0
193; "wait"; 216; 160; 0; 3; 0.0
194; "drive"; 160; 258; 10; 13; 3956.0
195; "wait"; 258; 61; 0; 3; 79.0
196; "drive"; 61; 213; 6; 8; 1106.0
197; "wait"; 213; 241; 0; 3; 511.0
198; "drive"; 241; 157; 3; 4; 727.0
199; "drive"; 75; 429; 6; 8; 657.0
200; "wait"; 429; 473; 0; 3; 0.0
201; "drive"; 473; 334; 9; 12; 3505.0
202; "wait"; 334; 9; 0; 3; 3505.0
203; "drive"; 9; 336; 14; 18; 3505.0
204; "wait"; 336; 7; 0; 3; 0.0
205; "drive"; 7; 362; 4; 5; 0.0
206; "drive"; 63; 348; 4; 5; 0.0
207; "wait"; 348; 28; 0; 3; 0.0
208; "drive"; 28; 483; 14; 18; 3465.0
209; "wait"; 483; 378; 0; 3; 3465.0
210; "drive"; 378; 201; 9; 12; 3465.0
211; "wait"; 201; 239; 0; 3; 0.0
212; "drive"; 239; 59; 6; 8; 0.0
213; "drive"; 204; 179; 7; 9; 461.0
214; "wait"; 179; 231; 0; 3; 461.0
215; "drive"; 231; 389; 4; 5; 828.0
216; "wait"; 389; 321; 0; 3; 828.0
217; "drive"; 321; 296; 24; 30; 1842.0
218; "wait"; 296; 439; 0; 3; 1240.0
219; "drive"; 439; 298; 3; 4; 1240.0
220; "drive"; 76; 286; 3; 4; 0.0
221; "wait"; 286; 428; 0; 3; 0.0
222; "drive"; 428; 42; 24; 30; 948.0
223; "wait"; 42; 208; 0; 3; 828.0
224; "drive"; 208; 442; 4; 5; 2351.0
225; "wait"; 442; 484; 0; 3; 1329.0
226; "drive"; 484; 400; 7; 9; 1329.0
227; "drive"; 209; 56; 6; 8; 779.0
228; "wait"; 56; 205; 0; 3; 779.0
229; "drive"; 205; 49; 14; 18; 779.0
230; "wait"; 49; 211; 0; 3; 17.0
231; "drive"; 211; 122; 3; 4; 17.0
232; "drive"; 297; 38; 3; 4; 0.0
233; "wait"; 38; 185; 0; 3; 0.0
234; "drive"; 185; 150; 14; 18; 775.0
235; "wait"; 150; 69; 0; 3; 775.0
236; "drive"; 69; 282; 6; 8; 775.0
237; "drive"; 126; 11; 7; 9; 248.0
238; "wait"; 11; 277; 0; 3; 0.0
239; "drive"; 277; 115; 7; 9; 126.0
240; "drive"; 29; 455; 7; 9; 340.0
241; "wait"; 455; 364; 0; 3; 0.0
242; "drive"; 364; 242; 7; 9; 165.0
243; "drive"; 197; 195; 2; 3; 94.0
244; "wait"; 195; 119; 0; 3; 5.0
245; "drive"; 119; 81; 1; 2; 3688.0
246; "wait"; 81; 356; 0; 3; 3688.0
247; "drive"; 356; 64; 8; 10; 3729.0
248; "wait"; 64; 190; 0; 3; 3729.0
249; "drive"; 190; 430; 4; 5; 3729.0
250; "wait"; 430; 463; 0; 3; 3259.0
251; "drive"; 463; 376; 10; 13; 3259.0
252; "wait"; 376; 417; 0; 3; 3259.0
253; "drive"; 417; 485; 4; 5; 3259.0
254; "drive"; 14; 368; 4; 5; 2859.0
255; "wait"; 368; 402; 0; 3; 2859.0
256; "drive"; 402; 86; 10; 13; 3468.0
257; "wait"; 86; 353; 0; 3; 3149.0
258; "drive"; 353; 294; 4; 5; 3553.0
259; "wait"; 294; 448; 0; 3; 3553.0
260; "drive"; 448; 433; 8; 10; 3553.0
261; "wait"; 433; 454; 0; 3; 3529.0
262; "drive"; 454; 187; 1; 2; 3529.0
263; "wait"; 187; 222; 0; 3; 0.0
264; "drive"; 222; 169; 2; 3; 0.0
265; "drive"; 46; 474; 3; 4; 4340.0
266; "wait"; 474; 360; 0; 3; 4340.0
267; "drive"; 360; 170; 7; 9; 4936.0
268; "wait"; 170; 227; 0; 3; 2870.0
269; "drive"; 227; 464; 8; 10; 4420.0
270; "wait"; 464; 361; 0; 3; 3698.0
271; "drive"; 361; 381; 1; 2; 4667.0
272; "wait"; 381; 409; 0; 3; 4667.0
273; "drive"; 409; 413; 2; 3; 4667.0
274; "wait"; 413; 319; 0; 3; 4667.0
275; "drive"; 319; 186; 6; 8; 4667.0
276; "wait"; 186; 223; 0; 3; 1098.0
277; "drive"; 223; 460; 8; 10; 3667.0
278; "wait"; 460; 371; 0; 3; 1852.0
279; "drive"; 371; 254; 3; 4; 4895.0
280; "wait"; 254; 35; 0; 3; 4895.0
281; "drive"; 35; 481; 5; 7; 4895.0
282; "drive"; 13; 268; 5; 7; 4830.0
283; "wait"; 268; 43; 0; 3; 4830.0
284; "drive"; 43; 113; 3; 4; 4830.0
285; "wait"; 113; 260; 0; 3; 1792.0
286; "drive"; 260; 271; 8; 10; 3602.0
287; "wait"; 271; 436; 0; 3; 1033.0
288; "drive"; 436; 293; 6; 8; 4602.0
289; "wait"; 293; 446; 0; 3; 4602.0
290; "drive"; 446; 374; 2; 3; 4602.0
291; "wait"; 374; 421; 0; 3; 4602.0
292; "drive"; 421; 67; 1; 2; 4602.0
293; "wait"; 67; 342; 0; 3; 3698.0
294; "drive"; 342; 274; 8; 10; 4421.0
295; "wait"; 274; 479; 0; 3; 2882.0
296; "drive"; 479; 307; 7; 9; 4740.0
297; "wait"; 307; 98; 0; 3; 4255.0
298; "drive"; 98; 265; 3; 4; 4255.0
299; "drive"; 350; 106; 2; 3; 1576.0
300; "wait"; 106; 276; 0; 3; 1175.0
301; "drive"; 276; 480; 1; 2; 4458.0
302; "wait"; 480; 388; 0; 3; 4458.0
303; "drive"; 388; 292; 11; 14; 4482.0
304; "wait"; 292; 450; 0; 3; 670.0
305; "drive"; 450; 262; 6; 8; 670.0
306; "wait"; 262; 54; 0; 3; 438.0
307; "drive"; 54; 263; 6; 8; 539.0
308; "wait"; 263; 55; 0; 3; 539.0
309; "drive"; 55; 401; 7; 9; 539.0
310; "wait"; 401; 314; 0; 3; 0.0
311; "drive"; 314; 440; 9; 12; 4192.0
312; "drive"; 102; 416; 9; 12; 696.0
313; "wait"; 416; 330; 0; 3; 0.0
314; "drive"; 330; 369; 7; 9; 526.0
315; "wait"; 369; 404; 0; 3; 526.0
316; "drive"; 404; 12; 6; 8; 526.0
317; "wait"; 12; 275; 0; 3; 425.0
318; "drive"; 275; 154; 6; 8; 653.0
319; "wait"; 154; 65; 0; 3; 653.0
320; "drive"; 65; 467; 11; 14; 4466.0
321; "wait"; 467; 358; 0; 3; 4425.0
322; "drive"; 358; 235; 1; 2; 4425.0
323; "wait"; 235; 120; 0; 3; 1153.0
324; "drive"; 120; 325; 2; 3; 1218.0
325; "drive"; 165; 253; 9; 12; 3801.0
326; "wait"; 253; 39; 0; 3; 1345.0
327; "drive"; 39; 267; 3; 4; 2242.0
328; "wait"; 267; 60; 0; 3; 1037.0
329; "drive"; 60; 194; 6; 8; 2893.0
330; "wait"; 194; 118; 0; 3; 1293.0
331; "drive"; 118; 172; 10; 13; 5276.0
332; "drive"; 337; 177; 10; 13; 2991.0
333; "wait"; 177; 232; 0; 3; 2878.0
334; "drive"; 232; 372; 6; 8; 3451.0
335; "wait"; 372; 395; 0; 3; 2174.0
336; "drive"; 395; 26; 3; 4; 3163.0
337; "wait"; 26; 288; 0; 3; 1345.0
338; "drive"; 288; 8; 9; 12; 3802.0
339; "drive"; 391; 363; 7; 9; 959.0
340; "wait"; 363; 406; 0; 3; 959.0
341; "drive"; 406; 355; 4; 5; 1727.0
342; "wait"; 355; 17; 0; 3; 1727.0
343; "drive"; 17; 269; 2; 3; 5342.0
344; "wait"; 269; 44; 0; 3; 5342.0
345; "drive"; 44; 390; 2; 3; 5342.0
346; "wait"; 390; 313; 0; 3; 5342.0
347; "drive"; 313; 308; 2; 3; 5342.0
348; "wait"; 308; 97; 0; 3; 4586.0
349; "drive"; 97; 50; 4; 5; 7556.0
350; "wait"; 50; 212; 0; 3; 7556.0
351; "drive"; 212; 180; 3; 4; 7556.0
352; "wait"; 180; 233; 0; 3; 7556.0
353; "drive"; 233; 352; 4; 5; 7556.0
354; "wait"; 352; 27; 0; 3; 7556.0
355; "drive"; 27; 100; 4; 5; 7556.0
356; "drive"; 375; 347; 4; 5; 2115.0
357; "wait"; 347; 2; 0; 3; 2115.0
358; "drive"; 2; 320; 4; 5; 2115.0
359; "wait"; 320; 111; 0; 3; 2115.0
360; "drive"; 111; 285; 3; 4; 2115.0
361; "wait"; 285; 427; 0; 3; 2115.0
362; "drive"; 427; 33; 4; 5; 2115.0
363; "wait"; 33; 237; 0; 3; 1865.0
364; "drive"; 237; 418; 2; 3; 1865.0
365; "wait"; 418; 324; 0; 3; 1865.0
366; "drive"; 324; 383; 2; 3; 1865.0
367; "wait"; 383; 415; 0; 3; 1865.0
368; "drive"; 415; 114; 2; 3; 1865.0
369; "wait"; 114; 264; 0; 3; 1721.0
370; "drive"; 264; 339; 4; 5; 1721.0
371; "wait"; 339; 16; 0; 3; 956.0
372; "drive"; 16; 482; 7; 9; 1398.0
373; "drive"; 71; 73; 3; 4; 19531.0
374; "wait"; 73; 346; 0; 3; 19531.0
375; "drive"; 346; 21; 13; 17; 20632.0
376; "wait"; 21; 301; 0; 3; 10240.0
377; "drive"; 301; 329; 5; 7; 12322.0
378; "wait"; 329; 107; 0; 3; 8598.0
379; "drive"; 107; 1; 2; 3; 9842.0
380; "wait"; 1; 283; 0; 3; 7229.0
381; "drive"; 283; 411; 10; 13; 7777.0
382; "drive"; 379; 36; 10; 13; 7653.0
383; "wait"; 36; 174; 0; 3; 7230.0
384; "drive"; 174; 456; 2; 3; 9832.0
385; "wait"; 456; 366; 0; 3; 8593.0
386; "drive"; 366; 278; 5; 7; 12317.0
387; "wait"; 278; 435; 0; 3; 10234.0
388; "drive"; 435; 475; 13; 17; 20626.0
389; "wait"; 475; 384; 0; 3; 19527.0
390; "drive"; 384; 326; 3; 4; 19527.0
391; "drive"; 403; 147; 3; 4; 23912.0
392; "wait"; 147; 79; 0; 3; 23912.0
393; "drive"; 79; 103; 4; 5; 24469.0
394; "wait"; 103; 270; 0; 3; 24469.0
395; "drive"; 270; 32; 3; 4; 24469.0
396; "wait"; 32; 182; 0; 3; 24469.0
397; "drive"; 182; 18; 2; 3; 24469.0
398; "wait"; 18; 302; 0; 3; 24469.0
399; "drive"; 302; 133; 2; 3; 24469.0
400; "wait"; 133; 164; 0; 3; 24469.0
401; "drive"; 164; 51; 2; 3; 24469.0
402; "wait"; 51; 206; 0; 3; 20844.0
403; "drive"; 206; 48; 3; 4; 23231.0
404; "wait"; 48; 202; 0; 3; 22128.0
405; "drive"; 202; 196; 2; 3; 26810.0
406; "wait"; 196; 243; 0; 3; 23714.0
407; "drive"; 243; 218; 2; 3; 24828.0
408; "wait"; 218; 125; 0; 3; 24828.0
409; "drive"; 125; 6; 3; 4; 24828.0
410; "wait"; 6; 273; 0; 3; 24828.0
411; "drive"; 273; 191; 2; 3; 24828.0
412; "wait"; 191; 249; 0; 3; 24580.0
413; "drive"; 249; 34; 1; 2; 24580.0
414; "drive"; 140; 252; 1; 2; 24588.0
415; "wait"; 252; 437; 0; 3; 24588.0
416; "drive"; 437; 444; 2; 3; 24836.0
417; "wait"; 444; 468; 0; 3; 24836.0
418; "drive"; 468; 45; 3; 4; 24836.0
419; "wait"; 45; 175; 0; 3; 24836.0
420; "drive"; 175; 128; 2; 3; 24836.0
421; "wait"; 128; 163; 0; 3; 23722.0
422; "drive"; 163; 343; 2; 3; 26817.0
423; "wait"; 343; 25; 0; 3; 22136.0
424; "drive"; 25; 471; 3; 4; 23240.0
425; "wait"; 471; 377; 0; 3; 20852.0
426; "drive"; 377; 200; 2; 3; 24477.0
427; "wait"; 200; 248; 0; 3; 24477.0
428; "drive"; 248; 181; 2; 3; 24477.0
429; "wait"; 181; 247; 0; 3; 24477.0
430; "drive"; 247; 306; 2; 3; 24477.0
431; "wait"; 306; 104; 0; 3; 24477.0
432; "drive"; 104; 290; 3; 4; 24477.0
433; "wait"; 290; 422; 0; 3; 24477.0
434; "drive"; 422; 178; 4; 5; 24477.0
435; "wait"; 178; 131; 0; 3; 23918.0
436; "drive"; 131; 405; 3; 4; 23918.0
437; "drive"; 58; 52; 3; 4; 137944.0
438; "wait"; 52; 214; 0; 3; 137944.0
439; "drive"; 214; 373; 7; 9; 139602.0
440; "wait"; 373; 397; 0; 3; 132469.0
441; "drive"; 397; 451; 10; 13; 135548.0
442; "wait"; 451; 489; 0; 3; 132342.0
443; "drive"; 489; 87; 3; 4; 132342.0
444; "drive"; 226; 198; 3; 4; 129459.0
445; "wait"; 198; 228; 0; 3; 129459.0
446; "drive"; 228; 351; 10; 13; 135548.0
447; "wait"; 351; 31; 0; 3; 132471.0
448; "drive"; 31; 47; 7; 9; 139602.0
449; "wait"; 47; 184; 0; 3; 137944.0
450; "drive"; 184; 469; 3; 4; 137944.0
451; "change"; 279; 228; 3; 12; 3206.0
452; "change"; 451; 478; 3; 12; 2921.0
453; "change"; 280; 20; 3; 12; 1843.0
454; "change"; 289; 92; 3; 12; 1842.0
455; "change"; 8; 435; 3; 12; 1756.0
456; "change"; 21; 165; 3; 12; 1756.0
457; "change"; 162; 228; 3; 12; 1433.0
458; "change"; 87; 318; 3; 12; 1433.0
459; "change"; 1; 227; 3; 12; 1230.0
460; "change"; 274; 174; 3; 12; 1219.0
461; "change"; 411; 350; 3; 12; 1194.0
462; "change"; 47; 346; 3; 12; 1101.0
463; "change"; 475; 214; 3; 12; 1099.0
464; "change"; 34; 168; 3; 12; 1041.0
465; "change"; 298; 228; 3; 12; 1039.0
